DOLocationID,dohour,mean_hour,sd_hour
17,7,4.4986072423398324,2.200653346117875
17,8,5.43956043956044,2.606238716431344
17,9,6.362637362637362,2.9138842461244594
17,10,6.115702479338843,2.9569379487544025
17,11,6.4082191780821915,2.960442192275845
17,12,6.743801652892562,2.742732009817367
17,13,8.09041095890411,3.248844443069595
17,14,9.398351648351648,3.497042832196607
17,15,10.07123287671233,3.659305444067506
17,16,10.446575342465753,3.7336486806165174
17,17,11.46027397260274,3.8753496731995667
17,18,14.887671232876713,4.50042565769133
17,19,16.945205479452056,5.363927160838696
17,20,19.186301369863013,5.779684843220144
17,21,24.972602739726028,8.117225955837643
17,22,34.106849315068494,12.164941619520935
17,23,39.84109589041096,13.38758482203393
18,0,3.9387186629526463,2.1550588856262474
18,1,3.2604790419161676,2.076855386963241
18,2,2.6741214057507987,1.725339416056452
18,3,2.5520833333333335,1.6666630371621338
18,4,2.782758620689655,2.0607669760964527
18,5,1.9433962264150944,1.2378715004956076
18,6,1.4352941176470588,0.7528574178960911
18,7,1.421875,0.6505258646076728
18,8,1.632,0.816850647254245
18,9,1.8202247191011236,0.9836459463687742
18,10,1.6124031007751938,0.853558151394127
18,11,1.653386454183267,0.9227017319024476
18,12,1.6833333333333333,0.853085302168226
18,13,1.7007874015748032,0.822749277481052
18,14,1.7849056603773585,0.9549306309914442
18,15,1.7857142857142858,0.9127725011272064
18,16,1.856115107913669,1.0376393026685176
18,17,1.9450171821305842,1.0324398202618774
18,18,2.1875,1.3104209134079894
18,19,2.3440514469453375,1.3490576103541134
18,20,2.408026755852843,1.3977699590211994
18,21,2.6417910447761193,1.491507822624308
18,22,2.934131736526946,1.7368561725067369
18,23,3.343839541547278,1.7703977530668507
19,0,1.608,0.8252637402454172
19,1,1.4861878453038675,0.7572445282926913
19,2,1.3333333333333333,0.6060915267313264
19,3,1.2,0.50709255283711
19,4,1.144927536231884,0.4625810682159201
19,5,1.2803030303030303,0.5704477140760263
19,6,1.2758620689655173,0.5983485518535561
19,7,1.2520325203252032,0.5520972819801104
19,8,1.4715909090909092,0.7323463448609329
19,9,1.4891304347826086,0.7681439587497543
19,10,1.3953488372093024,0.6538964592008166
19,11,1.4244186046511629,0.7255465447906777
19,12,1.3630952380952381,0.6958008803723155
19,13,1.4491978609625669,0.7194209876106997
19,14,1.4647887323943662,0.7800154675926386
19,15,1.5572139303482586,0.8294336616059024
19,16,1.6273584905660377,0.9224974363999802
19,17,1.4798206278026906,0.7341698530218267
19,18,1.625,0.8538615215056536
19,19,1.823076923076923,0.9663479362156958
19,20,1.6322314049586777,0.9024369842514799
19,21,1.88671875,1.0510775866401374
19,22,1.828,1.0171303834157497
19,23,1.825910931174089,1.0071172940958841
20,0,2.089605734767025,1.2901952568624266
20,1,1.9703389830508475,1.1610566956694932
20,2,1.8287037037037037,1.2363901638971275
20,3,1.705,1.031160248112015
20,4,1.869109947643979,1.2220081589250833
20,5,1.3142857142857143,0.5637198432421496
20,6,1.3076923076923077,0.5819794323086446
20,7,1.5167464114832536,0.8209732368207885
20,8,1.5514018691588785,1.0321921142634563
20,9,2.0889830508474576,1.8601433894995132
20,10,1.8705882352941177,1.2275213675268801
20,11,1.65,0.9115713593001014
20,12,1.8034188034188035,1.0783815264343068
20,13,1.7842323651452283,1.062191294344604
20,14,1.6796536796536796,1.0719636031588347
20,15,1.552511415525114,1.0049102354395172
20,16,1.7064676616915422,1.3886712930708283
20,17,1.7746478873239437,1.3124640131482443
20,18,1.8586206896551725,1.0607881255563343
20,19,1.8818897637795275,1.2518076935511844
20,20,1.694915254237288,1.1185741271341731
20,21,1.749003984063745,1.2217810785832557
20,22,1.7732793522267207,0.9985836386771642
20,23,1.929889298892989,1.0778371633335158
21,0,3.129129129129129,1.854209999225344
21,1,2.522292993630573,1.4656274202425144
21,2,2.2598425196850394,1.480906668255013
21,3,2.1196581196581197,1.3968842899560658
21,4,1.9217391304347826,1.275553316615038
21,5,1.6198830409356726,0.8887942846113249
21,6,1.3373493975903614,0.6377442906147855
21,7,1.4269662921348314,0.678776573900013
21,8,1.5319148936170213,0.7693671455759998
21,9,1.3705882352941177,0.7035537062742632
21,10,1.532994923857868,0.8050717200746139
21,11,1.4187192118226601,0.6652955384195508
21,12,1.5833333333333333,0.8484675656648963
21,13,1.8132295719844358,1.0136471500216835
21,14,1.960573476702509,1.0871491135632325
21,15,1.8432835820895523,1.0266448580684349
21,16,2.152173913043478,1.2729474682472153
21,17,2.1094890510948905,1.223570899172143
21,18,2.063758389261745,1.063297378518857
21,19,2.28,1.278167584701607
21,20,2.394904458598726,1.3412023683097236
21,21,2.6614420062695925,1.5494325768827102
21,22,2.89375,1.6017109778066494
21,23,3.3172205438066467,1.8778548713571308
22,0,4.621468926553672,2.7062391642362047
22,1,3.619047619047619,2.158798792058058
22,2,2.933333333333333,1.8369872871072432
22,3,2.5864661654135337,1.9391802179577906
22,4,2.4214285714285713,1.7782753399976714
22,5,1.7951219512195122,1.1056785733675123
22,6,1.4642857142857142,0.7043818894277777
22,7,1.4681818181818183,0.7727590157814822
22,8,1.6182572614107884,0.7876115477870222
22,9,1.5901639344262295,0.8290417728201351
22,10,1.8505747126436782,0.9750195536364767
22,11,1.7610294117647058,0.936088493161002
22,12,2.0034246575342465,1.1650650400593994
22,13,2.220447284345048,1.2529313543776712
22,14,2.2866666666666666,1.2948917733041596
22,15,2.288659793814433,1.288881601955993
22,16,2.6677115987460813,1.4781186298327873
22,17,2.340764331210191,1.3897596921017552
22,18,2.869969040247678,1.6156635270311972
22,19,2.7976190476190474,1.566665910568554
22,20,2.8427299703264093,1.5513671854621873
22,21,3.5416666666666665,2.035077956383297
22,22,4.474719101123595,2.467120390144167
22,23,4.689075630252101,2.689183178143935
23,0,1.2475247524752475,0.4337266557190001
23,1,1.2395833333333333,0.4756113332868312
23,2,1.203125,0.568475753695514
23,3,1.1162790697674418,0.3243530062242882
23,4,1.1063829787234043,0.4770399014024559
23,5,1.1666666666666667,0.48154341234307674
23,6,1.3620689655172413,0.5524515017872441
23,7,1.0857142857142856,0.2840286409986906
23,8,1.0754716981132075,0.26667876121581074
23,9,1.127659574468085,0.44562490985546116
23,10,1.1888888888888889,0.47153691919858287
23,11,1.1594202898550725,0.40667910480887765
23,12,1.1666666666666667,0.44684445503631315
23,13,1.2407407407407407,0.4904769826140799
23,14,1.3066666666666666,0.716095519321824
23,15,1.1492537313432836,0.39900373444305315
23,16,1.2125,0.4953901416106937
23,17,1.178082191780822,0.4813887823966731
23,18,1.231578947368421,0.4936324668394788
23,19,1.1565217391304348,0.4310595747450751
23,20,1.2887323943661972,0.6254755457855938
23,21,1.4903225806451612,0.7843248559631456
23,22,1.48125,0.808538358230183
23,23,1.4102564102564104,0.8641370476119038
24,0,38.99452054794521,15.87208388385714
24,1,25.55890410958904,15.20554984367458
24,2,17.074175824175825,12.359290373945948
24,3,12.195054945054945,9.036374473943425
24,4,8.931506849315069,6.692477257641327
24,5,5.741758241758242,3.2191426723116403
24,6,8.293150684931506,3.262184630335398
24,7,22.172602739726027,9.17056417719294
24,8,33.99452054794521,14.729053765879721
24,9,25.052054794520547,9.373215721619891
24,10,29.72876712328767,11.256762063629038
24,11,33.37808219178082,12.406333088689484
24,12,39.47123287671233,12.674815812997902
24,13,40.26849315068493,12.402331364409587
24,14,46.326027397260276,11.717156897834816
24,15,52.56986301369863,11.341050169064026
24,16,53.15068493150685,10.69542270493655
24,17,62.27945205479452,14.146359750989845
24,18,69.94520547945206,16.37665385571362
24,19,69.66575342465754,16.593658751559555
24,20,62.84109589041096,15.52318219982332
24,21,61.87123287671233,15.71404389944362
24,22,61.227397260273975,17.224768617355107
24,23,52.814207650273225,17.540041558206546
25,0,38.95068493150685,16.698943206080727
25,1,24.75068493150685,14.658035369830651
25,2,15.51657458563536,11.527685637476047
25,3,10.347578347578347,8.526529262349436
25,4,7.305949008498583,6.085320803497823
25,5,3.9248554913294798,2.498722132990641
25,6,5.429362880886426,3.279756407563173
25,7,10.167123287671233,4.566602808137125
25,8,14.72054794520548,4.939050463312861
25,9,14.468493150684932,4.531600786719876
25,10,14.068493150684931,6.213528237863544
25,11,14.561643835616438,6.2892423008620275
25,12,15.931506849315069,6.220156810334068
25,13,16.882191780821916,5.983019526579097
25,14,18.616438356164384,6.26658269780387
25,15,19.263013698630136,6.038964753024594
25,16,19.543956043956044,6.128625132490274
25,17,22.725274725274726,6.746599484741456
25,18,29.205479452054796,8.397342109769331
25,19,33.46849315068493,9.60895982856123
25,20,36.397260273972606,11.720813325053541
25,21,45.4027397260274,16.492905339545672
25,22,53.293150684931504,21.120639407980914
25,23,49.24931506849315,18.30633052162401
26,0,3.379008746355685,1.9740486367845946
26,1,2.6510903426791277,1.5030407911755743
26,2,2.2350877192982455,1.4182526478960462
26,3,1.9087136929460582,1.1401602614779154
26,4,1.9423868312757202,1.3066793058822463
26,5,1.825531914893617,1.1052454739729856
26,6,2.9025974025974026,1.7967378348438476
26,7,2.8030769230769232,1.8802062888175386
26,8,2.6482084690553744,1.7149920583840021
26,9,2.6792452830188678,1.5353695584358091
26,10,2.792332268370607,1.6147374136016366
26,11,3.3374613003095974,1.9402701341239732
26,12,3.189274447949527,1.8645964822257313
26,13,3.5576323987538943,2.0805526614212484
26,14,3.5119760479041915,2.2802534603127826
26,15,3.6666666666666665,2.122302209080192
26,16,3.7228915662650603,2.117761190386134
26,17,3.9672619047619047,2.47533497262967
26,18,3.9240121580547114,2.371772713547776
26,19,3.7951807228915664,2.3410640602102144
26,20,3.324074074074074,2.039070557271155
26,21,3.5958702064896757,1.9908327019137317
26,22,3.5828402366863905,2.161286347223958
26,23,3.695266272189349,2.3057227385976744
27,0,1.0588235294117647,0.23763541031440183
27,1,1.1875,0.4451272827768934
27,2,1.3571428571428572,0.8418973861410954
27,3,1.0714285714285714,0.2672612419124244
27,4,1.0,0.0
27,5,1.2,0.4216370213557839
27,6,1.125,0.3535533905932738
27,7,1.0666666666666667,0.2581988897471611
27,8,1.0909090909090908,0.29424494316824984
27,9,1.0476190476190477,0.21821789023599236
27,10,1.1904761904761905,0.40237390808147827
27,11,1.032258064516129,0.1796053020267749
27,12,1.0555555555555556,0.23231068414572334
27,13,1.2,0.46409548089225705
27,14,1.1132075471698113,0.37521159971052265
27,15,1.1153846153846154,0.5825517280354632
27,16,1.1228070175438596,0.38126553544911884
27,17,1.0952380952380953,0.29710175718617465
27,18,1.0909090909090908,0.41979015736886466
27,19,1.1451612903225807,0.4737978469647912
27,20,1.1506849315068493,0.43047883148085253
27,21,1.1891891891891893,0.5408181441917467
27,22,1.144736842105263,0.39000674757995496
27,23,1.1692307692307693,0.417179171985445
28,0,4.96100278551532,2.475271013319087
28,1,3.571014492753623,2.0982482622745544
28,2,2.5426621160409555,1.6204142075212136
28,3,2.1050724637681157,1.4917383374631026
28,4,2.375912408759124,1.5645816792764473
28,5,1.9488188976377954,1.2858835962865303
28,6,1.9328358208955223,1.2004853025790494
28,7,1.9361702127659575,1.0883581022921018
28,8,2.3,1.273606524243386
28,9,2.4536741214057507,1.4473431392360063
28,10,2.7439024390243905,1.6146195667069096
28,11,2.3904109589041096,1.3964770976069236
28,12,2.3386581469648564,1.3705957861616205
28,13,2.6149068322981366,1.4727519403813725
28,14,2.730769230769231,1.5276871057828152
28,15,3.11144578313253,1.7267020641094069
28,16,3.1681159420289857,1.7572518146261051
28,17,3.4164222873900294,2.048577724114247
28,18,3.979942693409742,2.0960140050462917
28,19,3.9398280802292263,2.2165368489024884
28,20,3.9745042492917846,2.1043586654222164
28,21,4.456824512534819,2.179821618928297
28,22,5.694214876033058,2.6326980526778376
28,23,5.781767955801105,2.669079991571626
29,0,2.084967320261438,1.2035342076951816
29,1,1.8487394957983194,0.9948275974905694
29,2,1.6995073891625616,1.049917372371043
29,3,1.5,0.8541426979303125
29,4,1.4736842105263157,0.8214618565312671
29,5,1.265625,0.5539319012126872
29,6,1.3202614379084967,0.6654400480256204
29,7,1.475,0.7519367028091173
29,8,1.4887640449438202,0.7682893467189631
29,9,1.423963133640553,0.7422294734293243
29,10,1.4343891402714932,0.6546985514999062
29,11,1.6009174311926606,0.8486362508392696
29,12,1.6483050847457628,0.8550459040405891
29,13,1.957142857142857,1.0633781874210355
