PULocationID,puhour,mean_hour,sd_hour
18,7,1.1886792452830188,0.46008710453088714
18,8,1.1919191919191918,0.4881612245544744
18,9,1.2211538461538463,0.4818397342474224
18,10,1.130952380952381,0.37319079731295896
18,11,1.1216216216216217,0.3683618940736861
18,12,1.1290322580645162,0.3834216515492894
18,13,1.1777777777777778,0.4875478144866783
18,14,1.1685393258426966,0.4581572540718212
18,15,1.1645569620253164,0.4060560699831239
18,16,1.203125,0.5957438327718669
18,17,1.146341463414634,0.44781916598115157
18,18,1.2835820895522387,0.5981276378746487
18,19,1.164179104477612,0.4118331129111585
18,20,1.2753623188405796,0.7647386706853542
18,21,1.2272727272727273,0.5202205019310279
18,22,1.3387096774193548,1.0233911546005507
18,23,1.1538461538461537,0.4412613040609142
19,0,1.096774193548387,0.29806355463524553
19,1,1.15,0.533493565673837
19,2,1.3333333333333333,0.4879500364742666
19,3,1.2857142857142858,0.8254203058555569
19,4,1.0555555555555556,0.23570226039551584
19,5,1.0606060606060606,0.24230584229878
19,6,1.1071428571428572,0.314970394174356
19,7,1.2,0.46409548089225705
19,8,1.2953020134228188,0.551452084423332
19,9,1.1505376344086022,0.4156251592778978
19,10,1.1782178217821782,0.4097813954771592
19,11,1.1975308641975309,0.45879606271250173
19,12,1.0804597701149425,0.3132125663743877
19,13,1.1666666666666667,0.43445945734938407
19,14,1.2795698924731183,0.6318638990397939
19,15,1.2564102564102564,0.5683399713290657
19,16,1.1948051948051948,0.4599473951317133
19,17,1.1363636363636365,0.34714175717877416
19,18,1.2142857142857142,0.5296408977028496
19,19,1.3166666666666667,0.9653605046586494
19,20,1.3333333333333333,0.650203220264462
19,21,1.3076923076923077,0.6176879969195302
19,22,1.12,0.3854496446637727
19,23,1.225,0.9996794357987835
20,0,1.0576923076923077,0.2354354778987093
20,1,1.28125,0.6342063874918668
20,2,1.2307692307692308,0.6516251872168423
20,3,1.105263157894737,0.4588314677411235
20,4,1.3214285714285714,0.7723735149271023
20,5,1.0681818181818181,0.25497170592935264
20,6,1.0,0.0
20,7,1.1142857142857143,0.4037638048216229
20,8,1.21875,0.49084357931507944
20,9,1.065217391304348,0.24963741822833796
20,10,1.1063829787234043,0.37498072722599274
20,11,1.1666666666666667,0.4763930673403309
20,12,1.1481481481481481,0.3585825031987472
20,13,1.1132075471698113,0.3198784239297658
20,14,1.03125,0.17536809360305042
20,15,1.06,0.2398979374820952
20,16,1.0612244897959184,0.24222607082590245
20,17,1.1346153846153846,0.3446422500840349
20,18,1.1020408163265305,0.3058388709205983
20,19,1.1470588235294117,0.5577200851723331
20,20,1.1111111111111112,0.32025630761017426
20,21,1.1785714285714286,0.6118321864193026
20,22,1.088235294117647,0.2879022412812366
20,23,1.1025641025641026,0.3835342429556559
21,0,1.3529411764705883,0.701888209634219
21,1,1.0434782608695652,0.20851441405707477
21,2,1.0740740740740742,0.2668802563418119
21,3,1.2105263157894737,0.5353033790313108
21,4,1.15,0.3663475485325232
21,5,1.1666666666666667,0.3834824944236852
21,6,1.5045871559633028,0.7772679266723304
21,7,1.9642857142857142,1.1959807647794791
21,8,1.41875,0.7562891447325233
21,9,1.36986301369863,0.6849485118342533
21,10,1.2110091743119267,0.4528386699765865
21,11,1.202127659574468,0.5201279254150983
21,12,1.2747252747252746,0.5590852462516898
21,13,1.320754716981132,0.6255994429926998
21,14,1.2162162162162162,0.5625494791233181
21,15,1.1595744680851063,0.39630528824587935
21,16,1.131578947368421,0.4424810433049201
21,17,1.2459016393442623,0.7451115734107217
21,18,1.1111111111111112,0.3582254996607566
21,19,1.1041666666666667,0.3087092781885836
21,20,1.15625,0.36890203262847354
21,21,1.1891891891891893,0.5694947974514994
21,22,1.037037037037037,0.19245008972987526
21,23,1.0769230769230769,0.271746488194703
22,0,1.2,0.5900408021045224
22,1,1.1333333333333333,0.4045199174779453
22,2,1.1531531531531531,0.5426902380849452
22,3,1.3103448275862069,0.8495144947835149
22,4,1.1951219512195121,0.6008124580566696
22,5,1.145631067961165,0.40602730977142515
22,6,1.2205882352941178,0.4665265896211376
22,7,1.535031847133758,0.764003141525812
22,8,1.3546099290780143,0.6226068671670482
22,9,1.3624161073825503,0.7462950389384916
22,10,1.2384615384615385,0.5399374950021926
22,11,1.2063492063492063,0.5263832872340886
22,12,1.4691358024691359,0.8427464676712287
22,13,1.3945578231292517,0.6144138885377718
22,14,1.2538461538461538,0.5471779391369097
22,15,1.23,0.468287229478799
22,16,1.2932330827067668,0.6002771441645384
22,17,1.355140186915888,0.7678976008852011
22,18,1.2439024390243902,0.5106513780168627
22,19,1.1081081081081081,0.3126364937009625
22,20,1.267605633802817,0.5333920155509652
22,21,1.0416666666666667,0.20194093652345885
22,22,1.1538461538461537,0.4146633590727135
22,23,1.1666666666666667,0.4111132258965191
23,0,1.0,0.0
23,1,1.1111111111111112,0.3333333333333333
23,2,1.0,0.0
23,3,1.0,0.0
23,4,1.0,0.0
23,5,1.3333333333333333,0.5773502691896258
23,6,1.5,0.5773502691896257
23,7,1.0,0.0
23,8,1.0,0.0
23,9,1.1538461538461537,0.3755338080994054
23,10,1.1333333333333333,0.3518657752744984
23,11,1.25,0.45226701686664544
23,12,1.0689655172413792,0.2578807147775638
23,13,1.2564102564102564,0.4983102351129802
23,14,1.1578947368421053,0.3746343246326777
23,15,1.0555555555555556,0.2357022603955158
23,16,1.3333333333333333,0.8164965809277259
23,17,1.0,0.0
23,18,1.0,0.0
23,19,1.1666666666666667,0.408248290463863
23,20,1.0,0.0
23,21,1.0,0.0
23,22,1.4,0.6992058987801011
23,23,1.7,1.636391694484477
24,0,17.747945205479454,8.859528141954751
24,1,12.2986301369863,7.1611070486535855
24,2,8.85989010989011,5.331918130661632
24,3,6.560773480662983,4.032816555754745
24,4,6.671270718232044,3.7637582205993416
24,5,10.695890410958905,4.49151943123305
24,6,24.29041095890411,8.077784016106682
24,7,50.391780821917806,23.500816875121235
24,8,60.30684931506849,20.526291962972994
24,9,53.556164383561644,12.477683224630383
24,10,48.76164383561644,13.848896394887031
24,11,44.83013698630137,14.050289240027618
24,12,43.38630136986301,13.352627792867617
24,13,43.293150684931504,13.235362314472678
24,14,46.441095890410956,11.542085386075655
24,15,46.54794520547945,10.621925664970275
24,16,41.673972602739724,10.014851984626263
24,17,48.74794520547945,12.479522893337743
24,18,51.54794520547945,13.7643442620425
24,19,44.726027397260275,13.207827634528815
24,20,35.89041095890411,10.968939218443214
24,21,33.53972602739726,9.869571671540657
24,22,28.723287671232878,9.654904244719896
24,23,22.92876712328767,9.87422941007916
25,0,16.704109589041096,10.673223638859074
25,1,9.942148760330578,7.163016032719149
25,2,5.974719101123595,4.738447024349191
25,3,4.60968660968661,3.473790463919807
25,4,5.091412742382271,2.8087083723372177
25,5,5.5013774104683195,2.6503149564188755
25,6,13.435616438356165,6.526307074318559
25,7,12.563186813186814,5.963975115863206
25,8,11.118131868131869,4.8803649802744875
25,9,9.881542699724518,4.457877234369248
25,10,8.484931506849316,4.9539547758452525
25,11,8.830136986301369,4.763491105130326
25,12,9.717032967032967,4.970395662896682
25,13,10.115068493150686,5.2668273295146255
25,14,12.054794520547945,5.8499798322158805
25,15,11.830136986301369,5.105337783367727
25,16,13.180821917808219,5.3225793531845875
25,17,15.715068493150685,7.252200712464267
25,18,18.243835616438357,9.62501585986091
25,19,16.83013698630137,10.511044491384503
25,20,14.843406593406593,7.7049721301044585
25,21,16.942465753424656,7.718215891041111
25,22,20.56986301369863,9.681673592546474
25,23,19.63013698630137,10.83683539391503
26,0,1.16,0.4942917400931603
26,1,1.1296296296296295,0.3390495203045245
26,2,1.2297297297297298,0.48391376162811967
26,3,1.1272727272727272,0.3363499860730087
26,4,1.2222222222222223,0.5378737547981207
26,5,1.2586206896551724,0.7925817983315518
26,6,1.278688524590164,0.5787175202955054
26,7,1.615819209039548,0.8456966809795491
26,8,1.5436893203883495,0.8698382134865582
26,9,1.8294930875576036,1.0901309049826509
26,10,1.722488038277512,1.0093417176463229
26,11,1.5707070707070707,0.7690395519988446
26,12,1.6280193236714975,0.9093833606967755
26,13,1.6464646464646464,1.0501450836495525
26,14,1.690721649484536,0.9031989749998548
26,15,1.644808743169399,0.9314781125763777
26,16,1.8272727272727274,1.0190790981985756
26,17,1.6203208556149733,0.9159365051380063
26,18,1.5923566878980893,0.9333934093261936
26,19,1.3471074380165289,0.6917459047180655
26,20,1.3739837398373984,0.7287804092999082
26,21,1.3055555555555556,0.6479058044686545
26,22,1.3267326732673268,0.70864533994219
26,23,1.2598425196850394,0.6925063569153743
27,0,1.0,0.0
27,1,1.0,0.0
27,2,2.0,
27,3,1.0,
27,6,1.0,0.0
27,7,1.0,0.0
27,8,1.0,
27,10,1.0,0.0
27,11,1.0,0.0
27,12,1.0,0.0
27,13,1.3333333333333333,0.816496580927726
27,14,1.3333333333333333,0.5773502691896258
27,15,3.0,2.8284271247461903
27,16,1.3333333333333333,0.5163977794943223
27,17,1.0,0.0
27,18,1.5,1.0690449676496976
27,19,1.25,0.5
27,20,1.0,0.0
27,21,1.0,0.0
27,22,1.0,0.0
27,23,1.0,0.0
28,0,1.4698275862068966,0.7610336815917493
28,1,1.313953488372093,0.6445748026308431
28,2,1.23,0.6333333333333332
28,3,1.148936170212766,0.41367606693531045
28,4,1.1764705882352942,0.45406338602922386
28,5,1.5380434782608696,0.8020932166238262
28,6,1.8137651821862348,1.4305510882807246
28,7,2.71,1.7972200755611427
28,8,1.825910931174089,1.088584838854597
28,9,1.749003984063745,0.9699221638791761
28,10,1.61864406779661,0.8792597614427258
28,11,1.6956521739130435,0.8808261979818016
28,12,1.6299559471365639,0.8797533331873758
28,13,1.6470588235294117,0.9240183322757896
28,14,1.7037037037037037,1.061471508371939
28,15,1.7605042016806722,0.9487916799176761
28,16,2.8403908794788273,1.518060287424849
28,17,1.6559633027522935,0.923820078704513
28,18,1.5414364640883977,0.9217713217234915
28,19,1.646067415730337,0.8979016567865047
28,20,1.5372340425531914,0.8035328467712162
28,21,1.4731182795698925,0.7438598799972052
28,22,1.5051020408163265,0.787709753780504
28,23,1.4712041884816753,0.7663708839536103
29,0,1.0975609756097562,0.3004062290283348
29,1,1.0833333333333333,0.28232985128663995
29,2,1.0,0.0
29,3,1.0833333333333333,0.28232985128663995
29,4,1.0833333333333333,0.28232985128663995
29,5,1.0571428571428572,0.2355041079768027
29,6,1.1794871794871795,0.38877641198447155
29,7,1.306930693069307,0.5611162848719639
29,8,1.3333333333333333,0.6200227607469603
29,9,1.1081081081081081,0.3537496819328671
29,10,1.180722891566265,0.41744222072080517
29,11,1.2692307692307692,0.5959403117300045
29,12,1.2247191011235956,0.635195191703164
29,13,1.2783505154639174,0.5541936342041831
29,14,1.1941747572815533,0.44409530038849365
29,15,1.1466666666666667,0.42532446543891733
29,16,1.1481481481481481,0.3908679799852857
29,17,1.2545454545454546,0.6151838574370905
29,18,1.1666666666666667,0.5407890810553402
29,19,1.0,0.0
29,20,1.0714285714285714,0.26226526415648105
29,21,1.125,0.4212117695871159
29,22,1.0740740740740742,0.2668802563418119
29,23,1.105263157894737,0.3110117477759048
30,0,1.0,
30,1,2.0,
30,2,1.5,0.7071067811865476
30,3,1.0,0.0
30,4,1.0,0.0
30,11,1.0,0.0
30,12,1.5,0.7071067811865476
30,13,1.0,
30,15,1.0,0.0
30,19,1.0,
30,20,1.0,
30,22,1.0,0.0
30,23,1.0,
31,0,1.105263157894737,0.3153017676423057
31,1,1.0,0.0
31,2,1.0,0.0
31,3,1.0,0.0
31,4,1.2,0.4472135954999579
31,5,1.1111111111111112,0.3333333333333333
31,6,1.125,0.35355339059327373
31,7,1.1578947368421053,0.5014598571212789
31,8,1.0666666666666667,0.2581988897471611
31,9,1.0,0.0
31,10,1.0,0.0
31,11,1.0,0.0
31,12,1.0,0.0
31,13,1.163265306122449,0.42558483170760664
31,14,1.1914893617021276,0.3977271225536437
31,15,1.0465116279069768,0.21308263231644634
