DOLocationID,doday,mean_day,sd_day
1,1,588.0961538461538,122.0964356267626
1,2,491.46153846153845,103.85046971647179
1,3,463.38461538461536,72.24798086496851
1,4,518.9423076923077,100.88149006486466
1,5,596.5961538461538,119.47914078598097
1,6,632.5192307692307,126.63603711991266
1,7,441.3269230769231,79.99600998722572
2,1,1.1428571428571428,0.3779644730092272
2,2,1.1111111111111112,0.3333333333333333
2,3,1.0,0.0
2,4,1.0909090909090908,0.30151134457776363
2,5,1.1428571428571428,0.3779644730092272
2,6,1.1,0.31622776601683794
2,7,1.0,0.0
3,1,19.673076923076923,4.747429247977799
3,2,19.653846153846153,4.768707702547709
3,3,18.115384615384617,5.45445975525711
3,4,18.826923076923077,3.954253871496028
3,5,20.192307692307693,4.61046746614812
3,6,20.0,5.31737809488112
3,7,19.692307692307693,4.69684275072497
4,1,1431.4423076923076,191.75765071134666
4,2,1083.0384615384614,273.83206257066456
4,3,1118.6153846153845,130.14669759900784
4,4,1187.8076923076924,123.80424752153725
4,5,1260.7884615384614,160.49327596182744
4,6,1499.1346153846155,196.0536170007196
4,7,1672.7307692307693,254.9419092144453
5,1,1.6285714285714286,0.8075276096432459
5,2,2.0681818181818183,1.0868714922160605
5,3,2.282608695652174,1.1286775640005702
5,4,2.5510204081632653,1.3853583244326466
5,5,2.6739130434782608,1.41506729837743
5,6,2.466666666666667,1.2898202834644694
5,7,2.369565217391304,1.5826657631586005
6,1,4.961538461538462,1.9499777621812786
6,2,4.9411764705882355,2.460989757848515
6,3,5.788461538461538,2.2780843213020656
6,4,5.980769230769231,3.0517779107087053
6,5,6.596153846153846,2.745831888550534
6,6,6.686274509803922,2.9899176983885787
6,7,5.75,2.9297326385411573
7,1,1508.75,244.2120482486561
7,2,1042.6538461538462,318.41610983825063
7,3,972.4807692307693,128.24233958463867
7,4,1032.7115384615386,106.6933183380238
7,5,1107.9038461538462,142.56917957717656
7,6,1237.0384615384614,162.5191345040321
7,7,1526.4038461538462,261.57054007647235
8,1,7.078431372549019,4.753285757262662
8,2,3.7254901960784315,2.333053204473049
8,3,4.0,2.424366106925306
8,4,4.326923076923077,2.8678143200630988
8,5,4.25,2.448488929771929
8,6,4.980769230769231,2.4049816322757454
8,7,6.384615384615385,2.9515954220463456
9,1,19.326923076923077,7.202181461049727
9,2,22.23076923076923,7.803004410357225
9,3,20.076923076923077,7.251358639014752
9,4,21.46153846153846,7.619535106145639
9,5,22.307692307692307,8.163857367639109
9,6,22.192307692307693,6.741846089001349
9,7,20.923076923076923,6.0092939582216935
10,1,121.48076923076923,17.8352926003971
10,2,124.61538461538461,24.46298031171842
10,3,118.0,22.837877034675973
10,4,112.40384615384616,23.147658684283876
10,5,116.0576923076923,18.660447277848178
10,6,121.4423076923077,17.219930838988514
10,7,127.86538461538461,18.216593218179444
11,1,19.78846153846154,4.358163574671073
11,2,19.75,5.342669524409949
11,3,18.96153846153846,4.545894672233477
11,4,22.096153846153847,6.133353416584603
11,5,19.98076923076923,5.165839470589212
11,6,24.75,5.331648018036758
11,7,21.884615384615383,4.061555029903589
12,1,196.90384615384616,67.85863611008524
12,2,195.55769230769232,58.95209536149934
12,3,196.53846153846155,50.50818669361358
12,4,187.17307692307693,47.41461723563536
12,5,202.59615384615384,46.85407451484379
12,6,198.78846153846155,43.29666768795082
12,7,228.15384615384616,59.54249911284643
13,1,2132.5,215.6960006719697
13,2,2573.673076923077,353.36104522222456
13,3,2750.230769230769,321.2259979824
13,4,2818.826923076923,394.7028031194444
13,5,2903.3846153846152,465.9129412006931
13,6,2744.25,328.70231332364204
13,7,2481.423076923077,254.7291792298857
14,1,204.6153846153846,25.788091069826034
14,2,181.84615384615384,35.749336818411884
14,3,197.65384615384616,24.60900888395096
14,4,213.30769230769232,32.84875528816732
14,5,230.42307692307693,37.05869544376821
14,6,234.3653846153846,36.793557005324615
14,7,216.30769230769232,30.147700762028315
15,1,28.076923076923077,7.1148729994208875
15,2,27.71153846153846,6.469647196070969
15,3,26.423076923076923,5.675354886877651
15,4,25.192307692307693,6.701005079832405
15,5,26.596153846153847,5.931833745454302
15,6,26.76923076923077,5.933009634093843
15,7,25.0,6.773651374345779
16,1,44.48076923076923,6.938074504360291
16,2,41.73076923076923,9.47052265699638
16,3,39.53846153846154,7.526323838893956
16,4,38.71153846153846,7.812349546062582
16,5,42.80769230769231,7.385832918734966
16,6,44.69230769230769,8.97827107147478
16,7,41.34615384615385,8.01196315171848
17,1,446.9423076923077,59.18810607252514
17,2,321.5576923076923,90.58684782291357
17,3,318.1923076923077,39.96667163561359
17,4,340.0769230769231,43.530852774648075
17,5,365.8269230769231,56.92710204471726
17,6,385.59615384615387,55.35066806737998
17,7,431.8269230769231,57.40899743442082
18,1,49.17307692307692,9.652229558239235
18,2,38.05769230769231,14.738788975098624
18,3,36.76923076923077,6.172727444376928
18,4,37.53846153846154,7.99132259406497
18,5,40.09615384615385,8.5135638384151
18,6,43.57692307692308,9.268005589219827
18,7,53.78846153846154,9.673769949596041
19,1,17.51923076923077,5.297022414102596
19,2,19.192307692307693,4.962757225174138
19,3,18.826923076923077,4.377845982323637
19,4,19.48076923076923,5.363238649216204
19,5,18.51923076923077,4.6841007030893085
19,6,21.01923076923077,5.366893374636854
19,7,18.576923076923077,4.803373625905573
20,1,31.346153846153847,12.298389206473603
20,2,26.21153846153846,16.44877555304863
20,3,22.846153846153847,8.1610856048921
20,4,21.76923076923077,5.297485102979487
20,5,21.653846153846153,5.576155873790514
20,6,27.557692307692307,6.229006975712026
20,7,33.76923076923077,10.978794863352888
21,1,34.40384615384615,7.276768339452849
21,2,34.75,9.00734993997549
21,3,36.53846153846154,7.357699817628798
21,4,34.36538461538461,7.286917759753141
21,5,37.88461538461539,8.159329668145793
21,6,38.55769230769231,7.394787410375335
21,7,38.23076923076923,7.064452255567415
22,1,53.30769230769231,8.045309098580635
22,2,48.80769230769231,12.414473623736507
22,3,51.44230769230769,8.206677007858431
22,4,52.76923076923077,9.095604162613734
22,5,55.69230769230769,10.102491367234013
22,6,55.94230769230769,10.811057269111942
22,7,54.34615384615385,9.83767192168007
23,1,5.346153846153846,2.558221007060436
23,2,6.5576923076923075,3.164840308448261
23,3,8.346153846153847,3.910190885389228
23,4,8.450980392156863,3.054922097142224
23,5,8.326923076923077,3.623026325970141
23,6,8.211538461538462,3.4660059992341323
23,7,5.865384615384615,3.0807997825484907
24,1,952.9038461538462,148.7199314958581
24,2,828.6346153846154,172.61836278460476
24,3,886.0769230769231,107.46907373730711
24,4,897.2307692307693,118.64820555638263
24,5,942.9038461538462,143.88601965300072
24,6,996.2884615384615,143.12031638552438
24,7,1049.076923076923,183.4458670117161
25,1,553.1346153846154,73.0151821027396
25,2,465.5576923076923,74.91417663724806
25,3,505.53846153846155,63.38041434920511
25,4,521.6538461538462,75.55413190330586
25,5,559.0384615384615,100.86546301365632
25,6,573.1153846153846,89.10550121573863
25,7,563.5384615384615,84.67040169431658
26,1,59.36538461538461,13.222127689350312
26,2,73.40384615384616,21.16717734327725
26,3,74.23076923076923,16.148350713593963
26,4,77.78846153846153,18.114382259562444
26,5,80.36538461538461,17.988044881884743
26,6,57.57692307692308,9.025771715082891
26,7,35.13461538461539,7.071147800867937
27,1,3.16,1.86656948240698
27,2,2.6666666666666665,1.365150674334655
27,3,2.6444444444444444,1.4640472476782787
27,4,3.3333333333333335,3.3979551631503524
27,5,3.375,1.9309902651891642
27,6,3.5625,1.9340867326368023
27,7,4.020408163265306,2.402167388685748
28,1,65.84615384615384,12.62022127052627
28,2,74.03846153846153,16.065993239236644
28,3,67.57692307692308,10.481255264305677
28,4,67.59615384615384,15.235741795340935
28,5,68.78846153846153,11.995647149191385
28,6,70.82692307692308,12.772091440272131
28,7,72.25,15.839730389862368
29,1,29.28846153846154,6.1047604004998695
29,2,30.096153846153847,6.322259509795575
29,3,27.115384615384617,5.72457326486933
29,4,27.98076923076923,6.257514336475112
29,5,27.153846153846153,5.978342006972993
29,6,28.53846153846154,6.631657700849524
29,7,29.21153846153846,6.37807684599313
30,1,1.9285714285714286,0.978607151860213
30,2,1.5757575757575757,0.7512615652314042
30,3,1.72,1.173314393786536
30,4,1.2647058823529411,0.5672273623252054
30,5,1.375,0.6599120175960896
30,6,1.6764705882352942,0.8780345901688478
30,7,1.7142857142857142,0.8967902788460657
31,1,17.653846153846153,7.948078113692484
31,2,9.803921568627452,5.1108496665158825
31,3,9.634615384615385,4.044016864231657
31,4,10.307692307692308,4.118530394370234
31,5,10.192307692307692,4.214998716248782
31,6,12.51923076923077,4.394695486184405
31,7,21.96153846153846,9.70538871636508
32,1,28.076923076923077,5.305735534550726
32,2,23.96153846153846,7.491070601936521
32,3,22.98076923076923,6.082731534935068
32,4,24.76923076923077,6.95536296008236
32,5,25.25,6.626965117357013
32,6,27.25,5.544384192895671
32,7,29.173076923076923,4.755682478583286
33,1,738.4615384615385,117.41487722458835
33,2,772.1730769230769,118.18409055763446
33,3,836.4038461538462,110.83696905999929
33,4,862.3653846153846,139.35327217024735
33,5,891.5576923076923,173.52667348352074
33,6,840.9230769230769,136.46774324802786
33,7,769.75,138.6668846623475
34,1,17.865384615384617,9.11587463918881
34,2,34.30769230769231,10.340361547019373
34,3,35.30769230769231,10.092782242457487
34,4,37.46153846153846,11.272840062598378
34,5,37.76923076923077,10.237599643251599
34,6,39.19230769230769,10.312829363084434
34,7,27.653846153846153,14.179361714919818
35,1,53.5,12.15504413974773
35,2,45.51923076923077,14.954165770997918
35,3,44.03846153846154,10.536512684352035
35,4,44.42307692307692,12.06086875199255
35,5,44.25,12.14919508348066
35,6,48.98076923076923,11.423214040038157
35,7,49.80769230769231,9.741841154522058
36,1,307.09615384615387,42.68133614948433
36,2,177.51923076923077,82.256292538272
36,3,162.59615384615384,27.823152733906678
36,4,174.46153846153845,23.304010879608754
36,5,194.1153846153846,31.172923045837706
