DOLocationID,avg_dist,sd_dist
44,30.05498164585408,7.7453644945810085
204,27.488908428062594,7.061103821883444
84,26.769850751487027,7.534995706244249
5,26.18593617223317,7.587479697236483
109,22.785730439604283,7.038372370795905
156,21.648860890384277,8.267270895791617
99,21.270909081805836,10.873746524825204
23,21.215137787660385,7.204764910219251
176,21.20418885595938,6.175743507258057
187,20.626319351422936,7.2766240015989885
206,20.340752365490612,6.5882674932568275
118,19.942630783220945,6.896012809102302
172,19.764757870310643,5.0516079883271425
27,19.539227247210743,7.003966805416934
245,19.333176262527186,6.108986402192357
251,18.72353961175966,6.182250727299163
214,17.99217146772889,5.134219772246623
115,17.88316625608063,5.3365164225522435
201,17.71239982614678,6.475236824777262
221,17.324496911157368,5.972786432191323
1,17.257963944449543,5.384783833121799
46,16.7764349923011,4.26852255780657
117,16.770602738735015,7.937244060036684
55,15.777798128912975,5.50348587481258
150,15.59292436413759,5.55113479219617
29,15.409066366286334,5.463177524063993
210,15.179778053801451,5.543532106751416
132,15.114900448087383,6.737607830198099
6,14.824779100763896,6.765303033830156
108,14.72721932564875,5.402792465709279
265,14.650911465220066,13.344146701383751
51,14.387204269179113,5.627410650186127
259,14.349859081429631,5.466146673649931
30,14.14692078375659,7.329194720138204
81,14.12170964434174,5.647537427169734
154,13.796796722727727,7.498554991666193
155,13.679210017494784,5.671534902328736
11,13.659144349087693,5.376106209817917
21,13.614306962097585,5.0879491254825036
101,13.564198208031753,5.2367487150336824
254,13.529619400587512,5.898234028455415
64,13.474224209926568,4.087667902973749
3,13.432152542795745,5.2837761767321325
149,13.296974318353197,4.903753614807487
22,13.293230376980933,5.2173993684912565
86,13.188957904058373,7.039012047932121
184,13.17607970917382,5.482093733201159
123,12.984483174250569,5.4856339830203105
58,12.951008639592459,3.9552493057763627
200,12.900048843816784,5.350962444300389
16,12.8784959405953,4.206408136727822
183,12.789226787880786,4.294395763395766
174,12.664976636824173,5.388405780382114
14,12.480441841907384,5.148549652396997
32,12.472508476414426,4.989418561063025
185,12.41697868515515,4.727866467951022
175,12.393605065320962,3.7396438282956215
208,12.348730926718742,4.325384457211703
165,12.300471710274028,4.791751720642358
240,12.180164366429041,5.680799709174317
15,12.140089033473684,4.823948747483348
67,12.095610407812515,4.885524161199406
26,12.036450920168312,6.297403225827645
178,11.880066812791362,5.656659870373763
91,11.874028362035796,5.058292839063024
31,11.837965680891317,4.156644779801723
241,11.636744540921994,5.33255282310617
19,11.48823342443876,6.672540693342147
191,11.470663674186447,5.1350579644413585
18,11.448498203529484,5.385346780923117
220,11.414058849271603,5.0869797076272185
20,11.396574573829696,5.079372513716955
182,11.33540434695722,4.492380395986914
39,11.220253932035199,5.609701719092252
9,11.07772497701283,4.021037782547668
222,11.073532698108616,6.62731354443225
242,10.849842630582183,5.103397806209038
110,10.698333422342936,10.434181253955638
252,10.630036807757827,4.5468214009089
131,10.607150998291242,4.227256779293549
38,10.484468343622815,5.979202504825631
250,10.413908317084315,4.651653581558654
98,10.412639839539278,3.6920913966202975
133,10.331399186712058,5.3699102485165655
89,10.265233889747625,4.783029268440237
122,10.244688617879394,4.620124628482612
227,10.226274716095729,5.882215843885288
136,10.17197777289228,5.2650013004449345
138,10.060790839118102,2.596941549392508
171,10.05597767612725,4.274812707935839
71,10.043651561405698,4.565111546250636
153,9.98719377209012,5.329291396920562
248,9.949955872749246,4.315222359296407
213,9.879711215774869,4.681103065445074
73,9.846642831817034,4.288397870158802
257,9.772926512941256,5.5792101384176735
94,9.766735521541388,4.982433476412208
78,9.735547965586422,5.130094905037481
72,9.567600605226344,4.422171844078729
2,9.566666666305427,7.7423058394307
53,9.55559229242683,4.316335856731128
59,9.396176936931756,4.865526859845276
77,9.367276510160059,4.650330963414279
212,9.366173678289412,4.194749422029107
76,9.338516775994526,5.189159880015882
85,9.330750217293984,4.866114842649518
121,9.266841441291506,3.6735539156380015
139,9.2583523387302,6.72300554378075
96,9.238398439571029,4.21484284376613
127,9.194469062332722,4.105506171228356
93,9.16308299935336,5.005604126236324
258,9.15064412078702,3.454640875856195
63,9.123658941360533,3.9884149848252397
205,9.097105063500134,5.687747817922783
35,9.074794904356464,4.607864555172543
124,9.05582021621674,5.211183662457015
60,9.011434691988121,4.976857258817794
228,8.985885525324594,5.752759896731382
169,8.97280138815489,4.91190064234579
128,8.782030105335847,4.097943154016061
180,8.751320705913615,4.444324654756449
192,8.719808791682755,3.64840436275694
