DOLocationID,avg_dist,sd_dist
235,8.712533825765462,5.113461364621357
135,8.664599012492564,3.8923461159479142
134,8.652993456718136,3.9861588632545124
102,8.631176908927372,2.8905757748575907
197,8.62999999901035,4.318764405334386
203,8.541671780779145,5.974769276124449
28,8.478740917071317,4.211733506293974
92,8.457138366569167,4.1071569048482734
243,8.31933410880388,4.001299372287297
216,8.291975676413596,5.6857434273703635
47,8.256351444523336,5.059383839086273
111,8.23229508211576,6.129472345231757
95,8.227361334685082,2.8705167922517263
215,8.223767113312128,5.212376365765486
188,8.210206173835779,4.298218899230967
130,8.2063666856743,4.507421624084111
177,8.070627476232607,3.977950601373207
253,7.989401597527173,5.764662197374801
62,7.9851894259378815,3.9292083243014337
126,7.954969458527836,4.434711561429273
160,7.816292576577542,2.7550570467705384
147,7.685396415352353,4.574576410479278
196,7.598319922287148,2.9181834822414925
167,7.57181257370417,4.943343016121243
198,7.418311555185801,2.922930669249865
56,7.3907131375207955,3.5267040547071407
120,7.352366382369303,4.723945460073593
61,7.315581119594312,3.7929214187814773
181,7.24268363643716,4.878590858424134
119,7.225557248008882,4.709071386107305
218,7.175835610309511,5.804749782688726
69,7.048300334639988,4.395586458815976
57,6.902540704159805,4.366028608669751
36,6.880596260282526,3.1417455017571463
40,6.78332584954432,5.4027068266222456
219,6.779479946810829,5.950683393145592
189,6.762422213760204,4.044930019054784
225,6.755236147675711,3.4489674665629395
190,6.676260388360377,3.9989488311793235
195,6.629193266211247,5.40518681071969
157,6.605064939636868,3.4290277363349135
106,6.589967000279542,5.20067059455548
244,6.5885740135348,3.753727642016578
37,6.470560698368824,3.454067291148188
247,6.402182261636389,4.388022476461512
54,6.391935300780768,5.40982918540458
173,6.324114954165536,3.8569332706281236
70,6.274154876871258,4.911408453721965
17,6.206158148011947,3.8209872997205534
52,6.187907377691552,5.001958442311995
10,6.133012086615447,5.244344707229259
25,6.091598206478496,4.778767532389746
49,6.064487771388569,4.074141944508082
82,5.966144731138771,3.4552432573543803
65,5.881576634759737,4.842737490009977
255,5.861560381637613,4.158735067601152
202,5.7275930219913445,3.767275935152223
159,5.715934537545829,4.068866633539761
129,5.68644962067136,3.6529402593420186
80,5.615778676852572,3.8953908904235295
112,5.486906445198765,3.8051654379443702
223,5.485886903113868,3.55119166190474
194,5.483929582498036,3.7495011986917373
33,5.4694869115285725,4.455683176686478
217,5.443578671291356,4.229849499009916
83,5.395109029097972,3.3175973762790516
97,5.315578923364108,4.300701599860222
8,5.102500002380144,3.937108711065202
105,5.067282652077467,5.54522871823061
116,5.0439234383892275,3.6897354468171226
168,4.916049098375646,4.006207434602812
66,4.873603990034736,3.9211605760537473
88,4.823174055852722,3.7878837075957597
256,4.816352760896994,3.766729024337672
179,4.762254690466677,3.287478582273443
260,4.706829129088667,3.4595873213037103
34,4.6228633652659425,3.7204720914554903
261,4.566601142014114,4.7939497632195325
193,4.556376799503878,661.748479090099
7,4.5439993572859025,3.20257916696357
226,4.4698185762815665,3.8086570884543867
87,4.461008514975081,4.128402662207113
42,4.353021737488482,3.503732561666901
13,4.262054736312058,3.9042589415956988
145,4.2286688831877814,3.876244631195401
146,4.227045363682252,3.8519823873461423
209,4.053001609139231,4.0180619048075785
12,3.910950244340174,2.5040498062102303
152,3.6471926341583965,3.230858443634533
199,3.3847368516420064,3.835426103047406
41,3.2322976574142595,3.111555079723956
166,2.990903559825987,3.027381768306188
45,2.9688891375350313,3.1370092973610064
231,2.9626672491305253,3.286086167001524
232,2.931309512535764,2.914864423496159
74,2.8965122638881384,2.4785610514833207
24,2.7988951231899777,2.9716158097792262
230,2.6905511979069603,3.8965629270294944
125,2.6736015907433393,3.4707283808107845
264,2.637115325814583,12.853237742398937
148,2.636422201027704,3.0335044762534666
151,2.618614962005969,2.9308728809729265
144,2.515802577013322,2.8719527532539275
224,2.446445729545776,2.8433316239675954
262,2.440828989237188,2.7973952889380675
211,2.410481546909622,2.8472274434256644
75,2.391398148344404,2.4861307217405844
4,2.3830955865048673,2.5873954611981724
233,2.3323643543198616,3.004711928013225
164,2.328059937222646,3.2827232938414035
48,2.31818373615502,3.233445506072928
263,2.3173633849974835,2.6211996800013884
238,2.313962342724091,2.716392223837013
162,2.274809046508754,2.9709698263129805
163,2.270113955589343,3.2069075382037484
158,2.2439964608251435,2.646596711557843
239,2.1783569690983877,2.725013017356037
140,2.177543226894292,2.440438810617553
79,2.1718270916624065,2.509705098394969
100,2.1542722677978916,2.9523752813615727
50,2.134149926969987,2.606178448320812
143,2.1224805672511966,2.6048051347036085
68,2.098604692807091,2.6659451899076054
161,2.0942212225070707,2.8110452410462736
229,2.092463993769332,2.535103447022178
43,2.0810379215087726,2.2940482483747084
114,2.073527278409882,2.444921254251043
113,2.042442792265877,2.537915801342501
246,2.0309263398209016,2.0556069103539847
142,1.9989140289574732,2.5261149167862564
107,1.9974492957381706,2.4859882009055263
170,1.9967880107525344,2.6080206693256986
249,1.9895897609696944,2.532456498592044
141,1.9656735981391091,2.3621186361654734
137,1.9327454885668063,2.138981086488351
90,1.9298034935745172,2.517737495360694
186,1.9144314954295958,2.4210571810327264
236,1.8623892868518817,2.0767911460587016
234,1.8357939416922644,2.216327686573992
237,1.651231604783185,2.0240506371529223
207,0.9199981643076992,2.5434229580498307
104,0.49000000953674316,
