PULocationID,avg_dist,sd_dist
232,3.297528055989316,3.139726679034701
25,3.2918629384479328,3.3054449751856665
226,3.2907061486688036,3.7675935819924624
260,3.2844926937868917,3.2399789493236844
106,3.2770433759220317,3.5633029824283344
83,3.248442256161501,3.2782187680116186
255,3.205179901209936,2.8446906216087338
97,3.185791692412733,3.1515679236233938
189,3.161058736851557,3.166988850750098
256,3.1569763894058043,2.734066743303817
112,3.1563750983738337,2.843001738600084
45,3.148891780010128,3.1087558269437174
181,3.1423101222103713,3.14517763863028
17,3.131114097513768,3.5090257488991576
265,3.088532514785996,8.766307722909467
116,3.085841305079857,3.0863245215880832
49,3.064465274734886,3.26045022540149
199,3.0572221924861274,4.499878064936534
34,3.0274498310246907,2.775296890938327
231,2.979259903366459,3.0015750988191114
111,2.9177519290729665,3.445702357271036
179,2.8952481434412567,2.805702490908257
148,2.893719969443631,2.69980151951185
217,2.8663331209959355,3.9497951174005603
146,2.8068153022351296,2.723515739932789
230,2.801644144716885,3.565030877537397
152,2.719167192576331,2.783234985542693
166,2.643093362816258,2.7667099862554516
4,2.635636916396082,2.612913564962883
264,2.620810130247831,12.222933671581673
7,2.5723145567016354,2.73621757493841
125,2.5684949132861785,2.8116413847495925
145,2.536190249257148,3.377891819209412
158,2.5299587846630076,2.730492717387495
144,2.5285923227038807,2.49606208369914
233,2.5257151851353368,3.0950130948407413
42,2.4787314919033605,3.0334404259235765
50,2.475729761973657,2.8979234985346514
24,2.4707701192995533,2.6117820072269136
211,2.4363748832510255,2.731161625193896
74,2.4282852746031844,2.640522595755743
163,2.416762624294642,3.041159085823569
224,2.408079744182795,2.5343184059514146
48,2.4074405026326224,2.9123054283523526
140,2.378719903418212,2.678366557478078
114,2.3715499852099566,2.3080869623514686
79,2.3677258981704115,2.4052065888521166
164,2.3599799082425394,2.93315423658773
246,2.355954136942372,2.434789500893919
162,2.3477775976685327,2.804314664562092
100,2.344139878367534,3.0160082293085764
161,2.3428822875163537,2.918855535070101
75,2.3206359669232106,2.5837300578873728
68,2.3198846466582976,2.642884796337497
41,2.319600324963684,2.6556186125918235
262,2.298732443719023,2.547294001760473
151,2.2861623999547924,2.4965276793965137
186,2.263874395919411,2.4943660212008876
249,2.2620559488469874,2.305323177852712
170,2.254625430353587,2.743748303746093
137,2.2470780285052743,2.4641770433189714
238,2.149732479620904,2.3875684172344895
263,2.1438835141376686,2.4528077200946767
43,2.1426330905799915,2.2952347997293394
107,2.130464653019608,2.3680823572285825
229,2.128456180310279,2.4056120024779473
142,2.1154574562014186,2.3728837694058917
239,2.086553380999642,2.384434103285003
113,2.08207326266045,2.2319419389334008
143,2.0794225739835834,2.463422090384988
234,2.0708828423697323,2.2356993157115745
90,2.033665223461663,2.366053960956722
1,1.989470331094588,5.83339523260658
141,1.945895048650204,2.205374841191735
236,1.8849834770077571,2.1386940309026015
207,1.827043368949328,4.114226976488896
237,1.7488423057800218,2.078071348987118
104,0.49000000953674316,
