PULocationID,avg_dist,sd_dist
5,19.758854968146284,12.978664866511945
132,15.807074665060325,6.1543518277760185
44,15.260000056494027,16.521960329418125
86,15.079922676636098,9.254984357150104
117,15.079017186807627,13.667723781322676
219,14.717708819181127,9.116525463258988
23,14.19012620007437,15.760234795016249
10,14.095364872498337,6.456488776282947
154,13.750896397769367,17.058980873661937
46,13.328902453184128,8.285248520128873
156,13.311499999631197,12.072455007039002
215,13.079792844762302,6.629791060354017
176,12.490222272608015,14.03566986057214
201,12.436036846227086,10.364630055302369
38,12.288427489364647,8.568966185001543
203,12.251387152238507,8.669110614366097
187,12.096206940496447,9.318428038829412
2,11.90547949341062,8.385966193132028
206,11.813962230863014,11.579819793055266
172,11.273150622946758,8.74831500600879
139,11.12276006117353,8.302519728542386
55,10.86009840490759,8.645127663983624
101,10.819632620176383,8.9261675185102
124,10.153209370150554,10.978634646522513
214,10.150256423677645,9.029721568079001
130,10.085612813242241,6.87149698616727
191,10.048448622643296,7.485815499564328
221,10.04682822336775,10.05507184101465
118,9.95202072357537,12.383934459733137
205,9.931051377689474,7.359793218705143
222,9.80588181113655,8.298157906425937
210,9.744433061329957,7.956297632035721
138,9.71642938671039,3.425635314814723
51,9.660197330917658,7.280218683937406
93,9.628005247249689,6.430253973764419
252,9.621203148234132,13.174549063802012
216,9.385174959668309,10.007748943783337
253,9.379596271089376,9.29402731551824
27,9.359157907805944,10.876229698774353
218,9.338633941644801,7.000100422700003
28,9.338407929729694,6.773442263366976
115,9.32801890232653,9.283671251293072
15,9.260662382858623,7.851455114492073
64,9.171999990125187,9.659891606072122
150,9.01937023754132,7.990783012454981
183,8.934239114860292,6.7614377426632215
122,8.87820404437425,6.854356727325171
53,8.827805327573111,5.787695523653283
155,8.780751827676085,8.67048398338838
84,8.766382961514148,12.036680781646227
204,8.718571501473585,11.246460608081799
184,8.683184344966651,8.179672935663566
39,8.62847203332323,7.836479608799925
81,8.581289609414755,7.122295032687758
254,8.434524955300775,7.62921998366884
108,8.397961537009822,7.361479536053998
208,8.253999997326597,7.2992733131331144
259,8.162189411175818,7.665256967125547
58,8.10729559594121,7.995284862399903
171,8.01836957919548,6.561939600747052
240,7.991203690094322,12.26681333308997
32,7.984409838864997,6.6760275926958474
98,7.956151968689964,6.384678092594613
175,7.955078641286983,6.6336434180465185
16,7.83775746726217,6.97860461466436
131,7.811290797525704,6.6470158095077885
76,7.800046706923439,6.927314935637339
91,7.782528504424392,6.93234825420596
135,7.66863335740564,7.051727545990791
21,7.619473926813324,6.532147959793935
59,7.493047617446809,6.742134475800518
3,7.487129099284685,6.59753742299923
29,7.4862019172545,7.699800609320485
77,7.464230758057506,6.598492100085905
200,7.423533012113197,6.239710640912965
70,7.38575705411586,7.861765200057811
180,7.383256130053617,5.792982518546422
30,7.336399991810322,12.579123546037678
22,7.323512012552278,6.795987349089445
258,7.2168318582847055,5.776891286317085
11,7.212128832991889,7.564547624937888
213,7.20861026221672,5.610749529837704
182,7.194844568302446,5.8844621459445605
121,7.169544619752271,5.512591828572298
35,7.016867229758276,5.94677719338817
63,6.922183448473934,6.098462799179016
245,6.888292702142058,10.203709171079586
31,6.744914900071602,5.893393315031107
197,6.701456705862256,5.947409196835674
19,6.699787492038069,6.902084259240814
149,6.697772107598142,6.583425281882535
71,6.6938935407779,5.7513728533025
72,6.687926376292713,6.014112868987326
14,6.667533705948488,6.386262685260135
251,6.640681823715568,9.680681830263053
174,6.619968772720426,6.866947989284039
194,6.49210553039826,5.91329294230383
185,6.421075898917916,6.135164982919504
227,6.419146100891349,6.100261347097003
56,6.386595351978638,4.440544278607015
136,6.366309040607818,6.427955467783349
9,6.3374522975766165,5.081935936565305
147,6.336397845193459,5.90456638049959
92,6.327640695606982,6.422601108052923
73,6.284201307328218,5.343971545401778
78,6.261658646062799,5.705371399949118
195,6.17570757350121,5.767113401859866
102,6.108035587748382,4.971274787109787
109,6.096363613822243,10.195696454172387
235,6.086942008343145,6.157232960411431
248,6.061703511012381,5.865621316826451
241,6.023042624933521,6.037972172391084
67,5.990233143392502,5.74060369200606
165,5.987148039625267,5.89836191359049
242,5.978347200184899,7.146193788398845
126,5.966329982581079,5.85363817889452
123,5.914455258321916,6.651607107660666
134,5.901636173206485,5.096860574211214
60,5.857965972331027,5.8621219897600625
192,5.8546500748203,5.888016081244509
157,5.837819374694095,4.2991466055923535
153,5.696770429119401,5.624890485476061
250,5.683089706062825,5.571330709245708
177,5.679745721637459,5.276385492140592
57,5.654749285742904,5.993334459381016
20,5.639042357795805,6.0953342960723305
128,5.5927058742302505,6.031888170910242
85,5.5872120080629575,5.563239792740013
220,5.573631593789334,5.558193939925441
120,5.572426992570506,8.297974836360751
18,5.568048784095974,5.876836800435022
160,5.5439365392658875,4.7639528644068445
89,5.50247888201075,5.5031446766379135
8,5.4684230008928,5.548581022411591
47,5.418018637606919,5.554566350686536
169,5.3722538185026885,5.987819942927442
26,5.301594772243074,5.888504150696988
212,5.294198050226467,5.163794593687923
193,5.150292341148194,777.0415241537848
257,5.038006489362639,4.971063766288379
196,5.019780444903328,4.069076939824047
95,4.969851998494568,4.40245354532096
198,4.9363516162598895,4.592874118708373
119,4.924041139852575,5.755527774869959
167,4.907907978156182,5.59316623992168
228,4.8539356468628405,5.3228778603875035
96,4.826867089860283,4.833784413392456
94,4.75465309127793,5.569632171025734
88,4.703695335687894,3.728645629737416
133,4.638225019323865,4.7874386832042575
69,4.592134031242534,4.8363430132585625
6,4.517086414597284,7.761440088919771
178,4.416948008546247,5.786934367821402
87,4.354557103101422,3.7512558029480094
225,4.343383354250562,4.363761636252636
62,4.330612275335264,4.121030593398533
12,4.283526355296994,3.306896481196039
243,4.283329749150851,4.672725610738248
127,4.269381444266227,4.473609096239048
99,4.22777776254548,7.714697597607162
223,4.176533875055648,4.861860373707205
202,4.165376591518832,4.388849202708764
188,4.144014774570412,4.559254503400504
61,4.1079797527322635,4.342336663091527
261,4.057631200525702,3.797080937179815
209,4.054980255624395,3.8076563083662864
105,4.050888883294882,3.942103651124878
13,4.033213216172115,3.795116257343137
66,3.938675582690125,3.0860458275808087
65,3.9332315163284854,3.4867259803226602
36,3.910671801789487,3.524371883639181
33,3.899320139271904,3.4016989220561915
247,3.892819440475616,4.260720908020574
244,3.8647009916307384,3.6972418058103598
159,3.8314255440827187,4.939007703327605
54,3.7148656883733455,3.6236728694280678
37,3.6729220780332783,3.6767209093515754
190,3.621754455488821,3.325967183324602
173,3.621298845358148,4.590497320937023
52,3.5869051200125077,3.536477335284078
168,3.5078113520859997,4.61725747675243
80,3.4878172330273935,3.1565183416978093
110,3.4283334215482077,3.920308386755793
40,3.4010968827086914,3.404298156334307
82,3.3885731627624516,3.3406795399041074
129,3.3160201709051287,4.090163726327283
