location_id,pickup_count,dropoff_count
148,6663,1692
79,6562,3340
68,4403,2334
48,3964,3114
249,3535,1696
230,3153,1786
164,2528,1533
114,2478,970
246,2158,1172
158,2044,665
144,1902,894
234,1772,1298
90,1748,1734
107,1726,1901
186,1564,1371
231,1475,1219
100,1470,755
163,1421,888
170,1421,2133
141,1309,1267
264,1185,1025
161,1152,870
162,1113,942
50,1092,1110
229,1074,1049
263,986,1285
113,958,899
137,931,1530
125,912,463
142,617,924
239,611,824
132,557,244
237,557,539
211,511,597
7,494,1318
255,485,635
233,462,1147
140,449,868
238,435,811
74,429,1020
4,419,811
256,411,650
41,373,862
87,348,1185
236,348,820
75,341,1066
166,332,555
232,330,675
80,287,553
226,270,692
129,249,571
261,232,500
151,230,612
24,193,276
262,189,595
45,186,336
88,184,331
42,182,799
43,162,252
116,160,800
260,155,371
143,154,572
146,148,277
82,141,338
145,136,487
37,134,698
25,131,274
265,126,460
112,123,445
181,117,427
224,111,563
97,109,232
36,103,397
65,103,251
13,103,469
209,95,326
152,93,359
244,90,764
179,84,375
193,69,138
223,60,575
61,57,519
168,55,196
17,53,490
49,48,355
225,44,377
33,43,234
243,41,338
189,39,165
106,39,75
40,35,112
138,33,376
83,33,118
127,26,148
228,25,185
217,22,57
188,21,197
89,20,243
247,16,80
70,13,67
52,12,50
130,12,38
95,12,184
71,11,36
12,11,38
196,11,66
1,10,121
63,10,24
66,10,114
69,9,117
28,9,48
219,9,17
198,9,215
14,9,182
190,8,41
169,7,59
173,7,177
159,7,103
56,7,93
133,6,86
136,6,36
242,6,20
62,6,101
76,6,60
85,5,53
227,5,78
78,5,44
167,5,54
92,5,40
10,5,29
235,5,55
157,5,110
216,5,41
35,4,26
26,4,38
177,4,78
60,4,24
197,4,56
178,4,14
91,4,28
72,4,32
3,3,11
250,3,27
174,3,23
126,3,46
241,3,51
240,3,10
123,3,30
119,3,67
73,2,11
22,2,62
171,2,16
47,2,27
195,2,50
202,2,78
18,2,47
120,2,20
6,2,7
135,2,20
213,2,31
259,2,29
180,2,15
67,2,50
165,2,37
121,2,20
39,2,21
215,2,11
191,2,11
94,2,27
192,2,6
51,1,13
155,1,23
200,1,37
101,1,5
29,1,15
8,1,2
160,1,74
258,1,48
251,1,2
183,1,13
248,1,51
96,1,3
147,1,35
77,1,19
257,1,94
194,1,1
23,1,5
102,1,23
220,1,68
93,1,10
176,1,5
117,1,7
86,1,10
153,1,11
84,1,4
9,1,7
212,1,50
134,1,39
149,1,31
252,1,16
109,1,4
182,1,25
175,1,10
254,1,21
124,0,10
205,0,8
54,0,28
15,0,6
154,0,1
11,0,15
64,0,6
34,0,5
59,0,2
139,0,11
203,0,14
184,0,2
16,0,28
187,0,2
98,0,14
214,0,7
221,0,3
5,0,2
31,0,3
206,0,2
218,0,17
27,0,1
131,0,16
46,0,3
207,0,2
208,0,30
118,0,11
185,0,30
201,0,9
19,0,8
128,0,2
55,0,8
38,0,3
44,0,4
156,0,2
115,0,6
53,0,13
245,0,2
122,0,5
108,0,17
58,0,4
204,0,1
81,0,14
150,0,6
32,0,21
20,0,31
222,0,3
172,0,4
210,0,17
21,0,33
57,0,13
