location_id,pickup_count,dropoff_count
237,23996,20449
236,20806,21159
161,19407,17488
162,15046,12875
142,13832,12747
234,13701,11862
138,13581,7669
170,13489,12754
163,12804,11388
239,12493,11114
186,12283,12472
230,12189,13505
132,12184,5578
141,9921,9766
164,9683,9458
238,9593,9613
43,9297,6954
107,9038,7113
140,8969,8352
48,8273,9011
68,7847,7700
263,7542,7192
100,7397,7223
229,7014,6703
79,6879,6280
90,6823,5525
231,6658,5991
113,6103,5582
264,6089,5248
246,5847,6539
249,5784,5553
143,5758,5706
233,5594,5795
262,5390,5707
137,4856,4700
13,4227,3792
151,4075,3316
114,3743,3687
211,3631,4096
50,3591,4142
75,3486,4802
144,3424,3490
261,3148,2014
158,3020,3777
87,2965,2687
148,2670,3019
166,2606,3185
125,1989,1998
88,1855,1596
74,1594,2928
41,1539,2105
24,1379,1272
45,1058,1061
209,773,933
224,756,1187
4,608,1365
42,556,1200
65,533,641
232,513,1432
226,493,561
7,461,816
244,459,940
145,424,838
33,418,917
116,402,615
152,355,500
12,325,307
25,323,492
97,299,415
146,290,326
181,226,642
193,221,313
10,219,132
66,213,516
179,203,257
194,164,237
52,160,221
223,155,378
255,150,655
129,147,396
40,122,250
256,112,511
260,108,250
265,105,645
49,93,335
216,76,137
1,73,1494
82,71,184
215,69,40
243,68,412
112,65,463
70,64,115
168,64,180
95,61,277
106,58,129
188,57,130
61,57,309
190,54,93
17,53,260
189,53,183
93,52,59
247,52,107
207,49,35
195,47,205
196,45,101
219,44,72
76,42,77
80,40,243
130,36,81
127,36,169
14,36,151
89,34,151
228,33,126
37,33,189
134,32,54
83,32,74
225,31,166
62,29,85
92,28,159
197,26,73
157,26,92
26,24,98
242,22,49
159,22,70
56,22,54
28,21,75
155,20,59
69,20,109
217,20,151
177,19,49
205,18,57
133,18,31
39,18,71
123,18,49
91,18,65
72,18,56
220,17,104
165,17,60
210,17,45
119,17,49
22,16,54
167,15,47
213,15,58
34,14,46
67,14,26
36,14,95
235,14,40
51,13,49
29,13,33
71,13,45
218,13,48
135,13,60
250,12,19
85,12,38
149,12,54
121,12,33
21,12,35
202,11,96
174,11,26
63,11,34
54,10,52
47,10,32
18,10,36
227,10,41
55,10,52
35,9,52
131,9,49
257,9,81
178,9,33
173,9,52
191,9,36
147,8,34
198,8,80
136,8,33
38,8,13
180,8,19
32,8,18
254,8,27
192,8,29
139,7,35
98,7,51
77,7,23
102,7,28
241,7,45
212,7,31
15,6,35
101,6,24
11,6,21
203,6,30
126,6,17
208,6,38
185,6,30
108,6,22
252,6,44
169,5,28
8,5,3
53,5,32
81,5,14
153,5,9
73,4,28
160,4,70
258,4,32
16,4,48
171,4,50
78,4,25
19,4,24
9,4,14
182,4,30
124,3,44
200,3,81
3,3,13
183,3,12
122,3,13
117,3,24
259,3,24
240,3,7
20,3,26
222,3,17
154,2,2
64,2,25
184,2,1
248,2,21
27,2,2
60,2,14
128,2,8
111,2,6
150,2,19
175,2,28
94,2,18
187,1,0
96,1,4
120,1,10
156,1,2
115,1,5
86,1,14
253,1,3
172,1,3
57,1,16
59,0,1
251,0,1
214,0,5
221,0,7
5,0,1
31,0,20
206,0,3
46,0,5
118,0,6
6,0,3
201,0,15
23,0,5
44,0,1
176,0,1
245,0,2
58,0,5
204,0,1
84,0,1
109,0,2
