location_id,pickup_count,dropoff_count
79,4285,1837
48,3729,2193
148,3480,965
230,3291,1482
68,2918,1555
249,2237,970
164,2080,1207
186,2017,1585
141,1579,902
107,1507,1150
114,1394,488
100,1388,703
170,1384,1415
90,1343,1207
231,1214,836
246,1207,837
234,1191,960
162,1162,884
163,1156,773
161,1096,1337
263,1081,868
144,1001,612
229,955,687
264,916,789
158,875,379
50,840,872
113,810,547
137,774,995
142,648,793
7,644,1337
239,631,598
125,621,231
237,615,490
238,607,653
236,604,665
140,584,598
233,577,741
132,547,1063
75,544,1080
74,513,937
226,473,934
87,411,821
262,402,445
255,377,421
151,361,491
41,356,647
4,348,530
129,348,534
256,334,516
211,326,367
166,324,439
143,301,406
43,258,252
232,253,489
80,248,495
42,231,748
260,214,467
13,203,361
146,202,265
82,199,359
24,199,229
261,197,320
88,189,280
116,178,666
224,172,371
145,169,507
179,168,400
45,166,322
25,146,183
209,135,225
193,129,138
244,117,679
152,108,340
37,105,604
223,102,570
138,100,2652
181,99,300
265,97,381
112,96,359
65,95,170
36,91,356
97,69,187
17,67,441
49,62,269
83,48,159
168,41,199
243,40,325
61,38,409
33,35,148
40,33,79
70,31,71
89,31,244
225,31,404
189,30,112
127,25,159
247,23,110
217,23,59
188,21,215
216,21,43
228,20,188
106,20,94
198,18,206
173,18,190
1,18,431
95,15,150
26,14,45
130,14,23
62,14,88
69,13,108
52,13,39
157,13,126
10,12,18
66,12,80
56,11,122
85,10,40
218,10,13
169,9,65
93,9,10
159,9,82
196,8,54
101,7,6
195,7,48
202,7,78
136,7,41
177,7,104
92,7,52
178,7,15
14,7,145
119,7,64
51,6,15
257,6,71
102,6,44
197,6,48
212,6,51
12,6,34
91,6,31
133,5,73
258,5,44
167,5,37
242,5,24
235,5,56
205,4,9
28,4,43
248,4,49
219,4,9
126,4,39
227,4,61
259,4,34
134,4,41
191,4,11
182,4,28
72,4,35
76,4,46
57,4,14
22,3,50
71,3,41
47,3,24
18,3,67
207,3,7
78,3,27
6,3,3
185,3,26
60,3,23
190,3,18
108,3,14
180,3,15
165,3,35
63,3,27
254,3,15
192,3,3
3,2,10
34,2,11
250,2,24
139,2,6
160,2,42
35,2,33
208,2,26
77,2,16
19,2,10
135,2,20
241,2,35
20,2,37
222,2,9
39,2,24
252,2,24
210,2,21
123,2,19
215,2,9
54,1,22
155,1,22
200,1,34
11,1,8
29,1,10
203,1,2
251,1,1
171,1,24
98,1,3
221,1,4
174,1,27
147,1,27
194,1,4
55,1,25
220,1,44
53,1,13
86,1,2
204,1,2
213,1,37
153,1,13
67,1,53
9,1,8
149,1,17
172,1,5
121,1,18
21,1,32
94,1,44
175,1,2
124,0,14
15,0,11
73,0,5
64,0,9
8,0,4
16,0,13
183,0,9
187,0,3
214,0,5
96,0,1
5,0,2
31,0,3
206,0,6
131,0,18
120,0,18
46,0,1
118,0,2
201,0,7
23,0,5
128,0,2
111,0,3
38,0,4
44,0,2
156,0,2
176,0,1
115,0,5
245,0,1
122,0,2
117,0,3
58,0,3
81,0,7
150,0,9
240,0,14
84,0,5
32,0,22
253,0,2
109,0,4
