location_id,pickup_count,dropoff_count
138,100,2652
48,3729,2193
79,4285,1837
186,2017,1585
68,2918,1555
230,3291,1482
170,1384,1415
7,644,1337
161,1096,1337
164,2080,1207
90,1343,1207
107,1507,1150
75,544,1080
132,547,1063
137,774,995
249,2237,970
148,3480,965
234,1191,960
74,513,937
226,473,934
141,1579,902
162,1162,884
50,840,872
263,1081,868
246,1207,837
231,1214,836
87,411,821
142,648,793
264,916,789
163,1156,773
42,231,748
233,577,741
100,1388,703
229,955,687
244,117,679
116,178,666
236,604,665
238,607,653
41,356,647
144,1001,612
37,105,604
140,584,598
239,631,598
223,102,570
113,810,547
129,348,534
4,348,530
256,334,516
145,169,507
80,248,495
151,361,491
237,615,490
232,253,489
114,1394,488
260,214,467
262,402,445
17,67,441
166,324,439
1,18,431
255,377,421
61,38,409
143,301,406
225,31,404
179,168,400
265,97,381
158,875,379
224,172,371
211,326,367
13,203,361
112,96,359
82,199,359
36,91,356
152,108,340
243,40,325
45,166,322
261,197,320
181,99,300
88,189,280
49,62,269
146,202,265
43,258,252
89,31,244
125,621,231
24,199,229
209,135,225
188,21,215
198,18,206
168,41,199
173,18,190
228,20,188
97,69,187
25,146,183
65,95,170
127,25,159
83,48,159
95,15,150
33,35,148
14,7,145
193,129,138
157,13,126
56,11,122
189,30,112
247,23,110
69,13,108
177,7,104
106,20,94
62,14,88
159,9,82
66,12,80
40,33,79
202,7,78
133,5,73
70,31,71
257,6,71
18,3,67
169,9,65
119,7,64
227,4,61
217,23,59
235,5,56
196,8,54
67,1,53
92,7,52
212,6,51
22,3,50
248,4,49
195,7,48
197,6,48
76,4,46
26,14,45
258,5,44
102,6,44
220,1,44
94,1,44
28,4,43
216,21,43
160,2,42
71,3,41
136,7,41
134,4,41
85,10,40
52,13,39
126,4,39
167,5,37
213,1,37
20,2,37
241,2,35
165,3,35
72,4,35
200,1,34
259,4,34
12,6,34
35,2,33
21,1,32
91,6,31
182,4,28
174,1,27
147,1,27
78,3,27
63,3,27
208,2,26
185,3,26
55,1,25
250,2,24
171,1,24
47,3,24
242,5,24
39,2,24
252,2,24
130,14,23
60,3,23
54,1,22
155,1,22
32,0,22
210,2,21
135,2,20
123,2,19
131,0,18
120,0,18
190,3,18
10,12,18
121,1,18
149,1,17
77,2,16
51,6,15
178,7,15
180,3,15
254,3,15
124,0,14
108,3,14
240,0,14
57,4,14
16,0,13
218,10,13
53,1,13
153,1,13
15,0,11
34,2,11
191,4,11
29,1,10
3,2,10
19,2,10
93,9,10
205,4,9
64,0,9
183,0,9
219,4,9
150,0,9
222,2,9
215,2,9
11,1,8
9,1,8
207,3,7
201,0,7
81,0,7
101,7,6
139,2,6
206,0,6
73,0,5
214,0,5
23,0,5
115,0,5
84,0,5
172,1,5
8,0,4
221,1,4
194,1,4
38,0,4
109,0,4
187,0,3
98,1,3
31,0,3
6,3,3
111,0,3
117,0,3
58,0,3
192,3,3
203,1,2
5,0,2
118,0,2
128,0,2
44,0,2
156,0,2
122,0,2
86,1,2
204,1,2
253,0,2
175,1,2
251,1,1
96,0,1
46,0,1
176,0,1
245,0,1
