location_id,pickup_count,dropoff_count
237,20218,21207
236,19418,18910
161,17034,19149
186,13847,10113
162,13720,13606
138,13630,5747
170,13044,11973
230,11817,11173
142,11714,10913
163,11246,11323
239,11094,9533
234,11091,12405
141,9550,8088
48,9309,7801
238,8876,7093
164,8635,8443
140,8188,7464
107,7933,6318
68,7711,7935
100,7424,6169
43,7359,7804
229,7316,5813
263,7261,5749
231,6319,6442
90,6131,5315
79,5942,4878
262,5935,3850
143,5517,4338
246,5470,7537
233,5443,5164
113,5408,5164
132,5067,2677
264,4893,4263
249,4866,4606
137,4550,4125
13,3867,4083
151,3840,2394
50,3724,4539
75,3093,4289
87,2759,2678
114,2735,3383
158,2667,3583
211,2518,4009
166,2392,3178
144,2376,3390
261,2281,2101
125,2173,2314
148,2036,2642
88,1383,1970
24,1324,964
41,1291,1934
74,1271,2461
224,1109,735
45,810,1019
4,575,932
209,572,811
42,489,1028
65,480,627
226,451,454
7,411,660
232,392,1014
244,380,944
116,375,502
145,375,763
146,337,337
33,319,654
152,305,469
25,272,406
193,217,247
12,205,562
179,200,213
97,194,309
181,184,474
265,171,726
223,167,305
52,160,123
129,151,360
40,125,171
66,123,509
260,111,217
255,87,488
243,81,347
10,78,78
256,70,369
194,67,311
112,65,360
70,64,122
168,63,192
49,62,248
82,57,171
189,55,136
195,49,164
17,48,163
61,46,236
76,43,99
207,42,38
89,42,161
95,42,195
247,41,164
14,40,115
188,39,144
228,38,146
216,38,115
127,36,136
130,34,89
28,33,33
106,33,81
83,32,68
80,32,207
93,31,72
92,30,151
159,25,65
1,24,759
26,22,83
39,22,61
123,22,48
210,21,33
215,21,49
51,20,37
91,20,48
37,19,177
69,18,105
219,18,34
213,18,45
225,18,131
196,18,73
85,17,26
177,17,40
62,17,62
155,16,33
190,16,128
135,16,59
134,16,38
205,15,49
254,15,26
35,14,45
55,14,30
197,14,54
242,14,45
165,14,45
72,14,39
133,13,34
218,13,32
227,13,31
217,13,94
77,12,31
185,12,27
19,12,18
178,12,16
182,12,28
71,11,50
202,11,49
220,11,87
34,10,42
259,10,22
153,10,9
173,10,44
157,10,61
21,10,23
22,9,40
16,9,42
171,9,40
78,9,25
198,9,62
60,9,13
167,9,18
241,9,34
149,9,18
36,9,98
124,8,11
200,8,68
257,8,56
222,8,15
191,8,43
15,7,24
54,7,32
258,7,41
174,7,37
131,7,34
136,7,28
38,7,20
108,7,10
67,7,34
9,7,14
56,7,62
63,7,31
235,7,39
121,7,40
119,7,63
101,6,20
29,6,22
98,6,39
18,6,30
208,6,31
32,6,12
175,6,15
169,5,45
126,5,35
147,5,19
102,5,22
122,5,16
240,5,4
139,4,18
160,4,52
120,4,13
53,4,31
81,4,15
212,4,18
252,4,33
94,4,14
11,3,11
73,3,18
250,3,33
203,3,25
199,3,3
27,3,2
6,3,5
117,3,17
86,3,19
192,3,26
183,2,13
31,2,55
20,2,21
30,1,0
8,1,2
184,1,0
47,1,28
248,1,18
221,1,1
201,1,10
23,1,4
128,1,17
111,1,3
156,1,4
253,1,3
2,1,0
154,0,4
64,0,18
3,0,25
251,0,2
187,0,2
99,0,1
214,0,2
96,0,7
5,0,2
206,0,3
46,0,6
118,0,2
176,0,1
115,0,4
245,0,1
58,0,7
150,0,11
180,0,19
84,0,1
172,0,5
109,0,2
57,0,12
