location_id,pickup_count,dropoff_count
230,16136,8746
79,15960,12306
48,14802,11663
142,14223,6911
161,13627,6097
132,12495,952
138,12282,163
234,12193,6520
249,10752,7196
164,9981,7387
148,9698,6579
163,9654,6706
107,9559,8518
162,9514,7224
68,8964,8917
170,8804,10313
237,8294,6600
114,8234,4215
186,7909,8040
231,7442,5766
100,6171,4661
90,6151,5995
239,5619,7720
113,5478,4468
229,5456,7070
144,5347,3737
141,5033,8432
158,4746,4252
264,4651,4357
263,4351,7977
236,4226,8487
246,4224,4781
137,4054,5560
211,3735,2687
238,3427,7154
50,3298,4499
233,3049,5680
43,2940,2784
87,2722,4012
140,2705,4851
125,2513,1792
143,1923,4540
13,1794,2819
261,1663,2057
41,1539,3831
88,1520,1186
75,1476,4143
151,1446,3612
166,1406,2523
262,1215,5148
255,1173,2146
74,1128,3122
4,1105,2683
232,999,2492
97,999,1368
209,868,1247
45,844,1077
181,834,3044
256,783,2013
42,748,3140
24,667,1634
25,660,1564
65,593,1215
116,560,2465
145,536,1873
7,508,3050
224,497,2217
112,468,2002
244,445,2798
152,422,1039
80,400,1334
33,391,2237
226,368,1394
146,350,725
189,241,1056
66,237,747
265,236,1378
49,220,1691
40,189,1010
17,161,1234
243,147,2058
223,134,1310
52,127,650
179,125,880
129,118,1155
37,115,926
260,114,615
61,111,1518
12,108,79
193,105,282
106,98,382
127,93,828
10,74,297
82,73,526
168,71,420
188,64,651
247,64,217
217,60,147
228,55,526
36,55,527
225,49,878
93,45,42
62,39,369
70,36,214
83,34,210
89,32,687
95,32,933
190,30,140
196,30,255
54,28,239
28,27,175
130,27,128
219,24,137
56,24,134
14,24,659
69,23,296
202,21,347
257,20,491
215,20,71
198,19,378
157,19,168
134,18,157
76,18,141
195,17,229
197,15,180
91,15,103
169,14,157
216,14,240
119,14,148
177,13,137
159,13,204
34,11,33
26,11,109
92,11,196
67,11,127
71,10,88
194,10,13
85,9,106
22,8,155
135,8,145
153,8,24
235,8,143
124,7,62
35,7,100
120,7,45
167,7,100
242,7,38
150,7,34
173,7,161
63,7,64
133,6,239
258,6,122
174,6,75
220,6,289
165,6,130
72,6,106
227,5,222
147,5,87
60,5,40
51,4,53
250,4,55
18,4,97
218,4,79
208,4,103
136,4,97
128,4,37
178,4,40
20,4,40
191,4,71
21,4,105
205,3,87
15,3,56
29,3,49
171,3,85
183,3,38
47,3,48
126,3,70
207,3,4
185,3,87
102,3,71
111,3,11
53,3,60
81,3,29
213,3,84
253,3,2
121,3,75
39,3,122
210,3,75
182,3,83
254,3,65
192,3,40
8,2,5
160,2,212
187,2,1
98,2,51
248,2,57
78,2,51
77,2,43
241,2,132
180,2,49
212,2,68
32,2,43
1,2,60
149,2,76
123,2,96
175,2,49
155,1,57
154,1,2
200,1,208
101,1,19
73,1,40
64,1,54
3,1,33
139,1,47
203,1,57
184,1,6
16,1,96
31,1,17
131,1,66
55,1,52
156,1,8
245,1,9
108,1,55
117,1,29
86,1,31
259,1,71
9,1,33
252,1,77
94,1,62
57,1,30
11,0,46
30,0,5
59,0,2
251,0,9
214,0,10
96,0,7
221,0,8
5,0,7
206,0,10
27,0,4
46,0,12
118,0,15
6,0,10
201,0,25
19,0,29
23,0,11
38,0,29
44,0,3
176,0,3
115,0,8
122,0,27
58,0,17
204,0,5
240,0,16
84,0,4
105,0,2
222,0,21
172,0,9
109,0,6
