location_id,pickup_count,dropoff_count
79,11343,7126
148,10138,4006
249,6956,3808
48,6762,6166
230,6313,3651
114,5872,2328
68,5344,4701
234,4908,2827
164,4834,3135
132,4633,183
158,4200,2047
107,4108,3961
161,4002,2140
144,3754,2188
90,3361,3284
163,3335,2240
186,3283,3478
100,3203,1762
170,3175,4845
231,2957,2609
162,2844,2522
246,2553,2383
142,2494,2323
229,2310,2572
113,2209,1866
141,2194,3187
263,2170,3202
264,2102,1906
239,1911,2412
237,1907,1605
137,1732,2880
50,1695,2099
211,1670,1219
138,1607,79
125,1377,1003
233,1159,2404
238,1104,2372
87,975,2342
236,963,2072
140,946,1853
4,890,1505
255,709,1196
88,685,607
74,683,1791
232,680,1281
75,672,2052
41,672,1718
7,639,2561
166,636,1129
45,617,581
256,524,1255
43,517,729
261,507,887
151,496,1298
143,494,1465
13,463,1056
209,401,633
262,381,1613
42,371,1777
145,356,1089
226,334,1212
80,320,1022
116,317,1519
24,315,724
181,297,1278
265,242,994
146,240,452
112,228,1128
25,225,636
97,216,638
224,208,1069
129,205,1027
65,204,523
244,195,1460
152,189,643
260,154,618
37,147,878
17,124,879
61,118,1032
82,115,579
49,107,795
223,103,1075
179,101,745
33,101,776
36,93,524
189,92,463
193,75,214
40,70,359
243,69,846
106,57,222
225,56,648
66,55,283
168,49,354
89,47,499
83,47,191
217,44,92
95,42,434
127,40,385
188,36,446
247,32,152
12,32,56
159,29,172
228,28,330
196,28,132
56,26,148
52,24,242
14,24,403
173,23,247
10,23,131
130,21,76
198,21,329
93,21,18
28,18,90
62,18,236
259,14,60
133,12,146
85,12,104
69,11,183
70,11,105
195,10,105
194,10,11
216,10,118
169,9,95
227,9,140
134,9,104
215,9,36
157,9,142
250,8,54
202,8,170
219,8,65
136,8,64
257,8,222
92,8,137
235,8,72
63,7,51
22,6,91
248,6,84
177,6,116
47,5,27
131,5,31
147,5,60
167,5,79
190,5,85
241,5,63
242,5,31
165,5,77
39,5,87
94,5,44
72,5,51
192,5,28
54,4,90
203,4,31
35,4,58
171,4,48
126,4,66
197,4,97
135,4,58
213,4,53
212,4,91
121,4,59
119,4,99
205,3,49
29,3,32
160,3,109
18,3,84
174,3,63
26,3,56
19,3,20
220,3,115
150,3,18
76,3,101
254,3,25
51,2,30
124,2,31
64,2,36
8,2,8
258,2,80
183,2,20
31,2,4
78,2,36
6,2,8
178,2,31
67,2,91
32,2,31
1,2,18
210,2,65
123,2,72
191,2,34
182,2,62
21,2,62
91,2,82
57,2,26
155,1,31
200,1,79
3,1,17
34,1,16
16,1,51
71,1,88
98,1,17
206,1,9
218,1,57
120,1,26
118,1,6
185,1,52
60,1,34
128,1,15
102,1,52
38,1,16
156,1,9
245,1,7
240,1,9
84,1,4
9,1,27
149,1,59
105,1,0
252,1,31
175,1,22
15,0,26
154,0,3
11,0,31
101,0,7
73,0,16
30,0,1
59,0,2
139,0,16
184,0,4
251,0,6
187,0,6
214,0,5
96,0,8
221,0,6
5,0,2
27,0,3
46,0,5
208,0,54
77,0,26
201,0,9
23,0,11
55,0,31
111,0,5
44,0,2
176,0,6
115,0,5
53,0,25
122,0,21
108,0,25
117,0,10
86,0,23
58,0,14
204,0,6
81,0,22
153,0,19
180,0,25
20,0,35
253,0,2
222,0,10
172,0,4
109,0,6
