location_id,pickup_count,dropoff_count
236,21806,21885
237,25434,21803
142,16228,18623
230,16291,16309
239,14110,15760
161,18368,14635
48,13325,13943
170,15232,13936
141,12217,13022
79,9330,12781
234,16135,12693
238,10755,12167
162,17108,11502
263,8968,10848
107,10380,10526
186,13216,10442
163,15046,10238
68,10691,10152
164,10612,9781
246,7663,9726
229,9603,9611
249,7487,9211
43,10720,8105
140,8731,8062
262,6379,7583
113,7643,7392
143,6439,7214
231,8250,7136
90,8716,6545
264,6868,6156
100,7578,6132
158,4317,6030
233,6656,6007
114,5518,5998
137,5986,5855
132,11179,5684
50,3807,5536
148,3625,5517
75,3193,5282
151,4901,5010
138,15494,4796
144,4571,4390
211,4279,4341
166,3114,3768
74,1727,3667
41,1872,3641
13,4511,3614
87,3986,2783
4,772,2546
232,665,2475
125,2390,2160
224,1003,2159
42,734,2025
24,1546,1942
261,2876,1766
33,596,1373
181,384,1246
116,486,1218
88,2229,1207
7,315,1203
45,989,1192
209,1081,1187
244,464,1145
255,303,1128
145,430,1126
265,145,956
256,170,943
1,45,923
112,116,918
66,356,835
25,478,820
152,552,762
97,383,753
226,375,738
65,728,719
243,93,657
49,77,641
40,171,587
223,114,551
80,59,542
61,58,500
95,28,492
129,87,475
52,225,431
179,121,425
146,333,389
17,41,376
189,66,361
37,39,332
260,84,310
89,29,277
225,29,277
168,72,255
14,31,252
193,125,250
127,46,246
106,61,242
10,141,226
247,58,208
92,10,202
257,15,201
216,39,200
202,24,199
195,22,197
70,47,196
188,24,192
82,41,186
36,11,180
69,24,177
220,21,175
228,31,172
62,19,148
200,6,145
39,8,138
198,4,134
196,15,124
119,9,124
217,22,123
12,142,122
130,31,118
76,16,118
54,16,116
219,40,112
51,9,107
194,73,106
26,15,105
160,1,104
133,22,103
28,22,103
165,11,100
83,17,96
93,40,93
134,19,90
72,13,88
56,9,86
197,19,85
213,9,84
91,8,84
135,3,83
159,27,82
155,6,80
218,8,75
227,13,75
157,11,74
22,7,73
35,5,72
182,4,71
208,9,70
177,12,69
190,19,68
71,11,67
252,5,67
205,5,66
241,7,65
85,8,64
16,1,62
169,5,60
171,1,60
173,4,60
215,39,60
15,2,58
258,4,58
235,10,58
98,1,57
18,6,56
203,8,55
167,12,55
210,3,55
67,5,54
121,6,54
123,2,52
254,16,52
124,8,51
131,2,51
191,12,51
29,3,50
32,4,49
34,30,48
147,4,46
174,10,45
53,1,45
212,7,45
20,5,45
64,4,44
180,6,44
55,4,43
149,6,42
63,1,42
175,4,42
102,2,41
136,6,39
86,1,38
250,8,35
47,5,35
19,7,35
259,3,35
139,3,34
248,1,34
38,1,34
108,2,34
150,1,33
3,1,32
78,12,32
185,5,31
117,3,31
81,4,30
101,4,29
77,6,29
122,3,28
178,4,28
126,2,27
9,2,27
222,6,26
21,6,26
128,4,24
242,5,24
192,2,24
11,4,23
183,1,21
60,4,21
57,2,21
94,2,20
201,0,16
120,2,15
73,0,13
31,6,13
6,1,13
240,2,13
153,11,11
154,0,10
58,1,10
27,4,9
46,0,9
96,0,7
8,4,6
206,0,6
118,0,5
23,0,5
115,1,5
221,0,4
156,0,4
109,0,4
184,1,3
251,0,3
214,0,3
5,0,3
176,0,3
84,0,3
253,1,3
187,0,2
111,0,2
44,0,2
172,0,2
104,1,1
245,0,1
105,2,1
207,1,0
